addresspoid,housenum,geo_housenum,geo_streetname,atomicid,geo_atomicid
3000307,81,81,CADMAN PLAZA EAST,3002100304,3000000
3000310,65,65,CADMAN PLAZA EAST,3002100304,3000000
3000409,27,27,TILLARY STREET,3001300132,3001300157
3000409,49,49,TILLARY STREET,3001300132,3001300157
3000595,384,384,ADAMS STREET,3001100126,3001100128
3002635,212,212,FULTON STREET,3000100201,3000100116
3005523,90,90,VAN BRUNT STREET,3005300138,3005300134
3005523,98,98,VAN BRUNT STREET,3005300138,3005300134
3005525,100,100,VAN BRUNT STREET,3005300138,3005300134
3005525,108,108,VAN BRUNT STREET,3005300138,3005300134
3006873,70,70,COLES STREET,3006500003,3006300003
3006873,76,76,COLES STREET,3006500003,3006300003
3006875,656,656,HENRY STREET,3006500003,3006300003
3006876,658,658,HENRY STREET,3006500003,3006300003
3006877,660,660,HENRY STREET,3006500003,3006300003
3006878,662,662,HENRY STREET,3006500003,3006300003
3006879,215,215,HAMILTON AVENUE,3006500003,3006300003
3006880,664,664,HENRY STREET,3006500003,3006300003
3010517,160,160,VAN BRUNT STREET,3005900180,3005900126
3026292,388,388,3 AVENUE,3011900103,3011900114
3027436,444,444,3 AVENUE,3012100103,3012100105
3029286,190,190,2 AVENUE,3011900220,3011900210
3040402,1261,1261,UNION STREET,3031900103,3032100103
3040758,1195,1195,PRESIDENT STREET,3031900102,3032100102
3047139,767,767,EAST NEW YORK AVENUE,3087600101,3087401101
3048297,1694,1694,PROSPECT PLACE,3036300406,3036300405
3048298,1698,1698,PROSPECT PLACE,3036300406,3036300405
3050140,102,102,SARATOGA AVENUE,3037700303,3037700304
3060193,605,605,PARK AVENUE,3025500101,3025500122
3062649,294,294,NOSTRAND AVENUE,3024300101,3024300103
3062745,670,670,LAFAYETTE AVENUE,3026300105,3026100302
3067684,1279R,1279R,ATLANTIC AVENUE,3024700215,3000000
3074220,121,121,DEKALB AVENUE,3003100103,3003300201
3076285,595,595,KENT AVENUE,3054500402,3054500414
3080559,499,499,GRAND STREET EXTENSION,3051300307,3000000
3080562,495,495,GRAND STREET EXTENSION,3051300307,3000000
3080564,493,493,GRAND STREET EXTENSION,3051300307,3000000
3080566,489,489,GRAND STREET EXTENSION,3051300307,3000000
3080568,487,487,GRAND STREET EXTENSION,3051300307,3000000
3080815,492,492,GRAND STREET EXTENSION,3051300313,3000000
3080818,496,496,GRAND STREET EXTENSION,3051300313,3000000
3080820,500,500,GRAND STREET EXTENSION,3051300313,3000000
3082464,144,144,EAGLE STREET,3056300105,3057500105
3090392,463,463,SCOTT AVENUE,3044900215,3044900183
3094211,11,11,ROCK STREET,3045300302,3045300301
3094211,27,27,ROCK STREET,3045300302,3045300301
3096746,98,98,WILLOUGHBY AVENUE,3044500204,3019500401
3101642,343,343,IRVING AVENUE,3043300101,3043900306
3106549,722A,722A,CENTRAL AVENUE,3040300107,3000000
3106784,1532,1532,BUSHWICK AVENUE,3040500116,3040500117
3128994,560,560,LINCOLN AVENUE,3120000103,3120000102
3128995,564,564,LINCOLN AVENUE,3120000103,3120000102
3128996,568,568,LINCOLN AVENUE,3120000103,3120000102
3128997,570,570,LINCOLN AVENUE,3120000103,3120000102
3128998,574,574,LINCOLN AVENUE,3120000103,3120000102
3129000,590,590,LINCOLN AVENUE,3120000103,3120000102
3129005,587,587,LINCOLN AVENUE,3120000102,3120000103
3129006,585,585,LINCOLN AVENUE,3120000102,3120000103
3129007,583,583,LINCOLN AVENUE,3120000102,3120000103
3129008,581,581,LINCOLN AVENUE,3120000102,3120000103
3129009,579,579,LINCOLN AVENUE,3120000102,3120000103
3129010,577,577,LINCOLN AVENUE,3120000102,3120000103
3129011,575,575,LINCOLN AVENUE,3120000102,3120000103
3129012,573,573,LINCOLN AVENUE,3120000102,3120000103
3129013,571,571,LINCOLN AVENUE,3120000102,3120000103
3129014,569,569,LINCOLN AVENUE,3120000102,3120000103
3143700,23,23,PALM COURT,3080600107,3080600106
3143701,21,21,PALM COURT,3080600107,3080600106
3143702,19,19,PALM COURT,3080600107,3080600106
3143703,17,17,PALM COURT,3080600107,3080600106
3143704,15,15,PALM COURT,3080600107,3080600106
3143705,13,13,PALM COURT,3080600107,3080600106
3143706,11,11,PALM COURT,3080600107,3080600106
3143707,9,9,PALM COURT,3080600107,3080600106
3143708,7,7,PALM COURT,3080600107,3080600106
3143709,5,5,PALM COURT,3080600107,3080600106
3143710,3,3,PALM COURT,3080600107,3080600106
3143712,1,1,PALM COURT,3080600107,3080600106
3143727,23,23,MIAMI COURT,3080600106,3080600105
3143729,21,21,MIAMI COURT,3080600106,3080600105
3143730,19,19,MIAMI COURT,3080600106,3080600105
3143731,17,17,MIAMI COURT,3080600106,3080600105
3143732,15,15,MIAMI COURT,3080600106,3080600105
3143733,13,13,MIAMI COURT,3080600106,3080600105
3143734,11,11,MIAMI COURT,3080600106,3080600105
3143735,9,9,MIAMI COURT,3080600106,3080600105
3143736,7,7,MIAMI COURT,3080600106,3080600105
3143737,5,5,MIAMI COURT,3080600106,3080600105
3143738,3,3,MIAMI COURT,3080600106,3080600105
3143740,1,1,MIAMI COURT,3080600106,3080600105
3143770,3,3,TAMPA COURT,3080600108,3080600107
3143771,5,5,TAMPA COURT,3080600108,3080600107
3143772,7,7,TAMPA COURT,3080600108,3080600107
3143773,9,9,TAMPA COURT,3080600108,3080600107
3143774,11,11,TAMPA COURT,3080600108,3080600107
3143775,13,13,TAMPA COURT,3080600108,3080600107
3143776,15,15,TAMPA COURT,3080600108,3080600107
3143777,17,17,TAMPA COURT,3080600108,3080600107
3143778,19,19,TAMPA COURT,3080600108,3080600107
3143779,21,21,TAMPA COURT,3080600108,3080600107
3143782,23,23,TAMPA COURT,3080600108,3080600107
3145328,83,83,NOSTRAND AVENUE,3081800102,3025500102
3152910,29,29,PARKSIDE COURT,3079802301,3079802308
3152928,22,22,PARKSIDE COURT,3079802308,3079802301
3152928,30,30,PARKSIDE COURT,3079802308,3079802301
3154757,399,399,CONEY ISLAND AVENUE,3050600403,3017700152
3160918,1516,1516,NEWKIRK AVENUE,3052000213,3052000212
3162735,37,37,EAST    7 STREET,3050202202,3050400110
3162735,39,39,EAST    7 STREET,3050202202,3050400110
3171602,5321,5321,21 AVENUE,3046202206,3046202205
3184499,6202,6202,NEW UTRECHT AVENUE,3019200206,3019200210
3187675,340,340,64 STREET,3007000201,3007200201
3206088,2106,2106,BAY RIDGE PARKWAY,3026800201,3026800205
3206089,2108,2108,BAY RIDGE PARKWAY,3026800201,3026800205
3206090,2112,2112,BAY RIDGE PARKWAY,3026800201,3026800205
3206091,2114,2114,BAY RIDGE PARKWAY,3026800201,3026800205
3206092,2118,2118,BAY RIDGE PARKWAY,3026800201,3026800205
3206093,2120,2120,BAY RIDGE PARKWAY,3026800201,3026800205
3206094,2124,2124,BAY RIDGE PARKWAY,3026800201,3026800205
3206095,2126,2126,BAY RIDGE PARKWAY,3026800201,3026800205
3206096,2130,2130,BAY RIDGE PARKWAY,3026800201,3026800205
3206097,2132,2132,BAY RIDGE PARKWAY,3026800201,3026800205
3206098,2138,2138,BAY RIDGE PARKWAY,3026800201,3026800205
3206099,2140,2140,BAY RIDGE PARKWAY,3026800201,3026800205
3206100,2142,2142,BAY RIDGE PARKWAY,3026800201,3026800205
3206101,2144,2144,BAY RIDGE PARKWAY,3026800201,3026800205
3206102,2148,2148,BAY RIDGE PARKWAY,3026800201,3026800205
3206103,2150,2150,BAY RIDGE PARKWAY,3026800201,3026800205
3206104,2154,2154,BAY RIDGE PARKWAY,3026800201,3026800205
3206105,2156,2156,BAY RIDGE PARKWAY,3026800201,3026800205
3206106,2160,2160,BAY RIDGE PARKWAY,3026800201,3026800205
3206107,2162,2162,BAY RIDGE PARKWAY,3026800201,3026800205
3206108,2166,2166,BAY RIDGE PARKWAY,3026800201,3026800205
3206109,2170,2170,BAY RIDGE PARKWAY,3026800201,3026800205
3217156,1700,1700,BELT PARKWAY,3030400145,3029400144
3217159,8973,8973,BAY PARKWAY,3029400128,3029400210
3238559,1427,1427,HART PLACE,3034800126,3000000
3249699,2123,2123,AVENUE T,3056000103,3057600204
3256228,1144,1144,SHEEPSHEAD BAY ROAD,3058800110,3058400203
3279927,5801,5801,GLENWOOD ROAD,3094402101,3094402109
3279943,5808,5808,FARRAGUT ROAD,3094402106,3094402104
3279945,5804,5804,FARRAGUT ROAD,3094402106,3094402104
3285797,9410,9410,NOLANS LANE,3097000204,3097000205
3286426,1075,1075,REMSEN AVENUE,3096400102,3096400110
3286803,626,626,EAST  100 STREET,3097400106,3097400112
3286803,628,628,EAST  100 STREET,3097400106,3097400112
3289248,11118A,11118A,FLATLANDS AVENUE,3105804114,3105804149
3299811,2385,2385,UTICA AVENUE,3067000204,3067000210
3305309,64,64,NEPTUNE AVENUE,3061004505,3061003504
3305729,150,150,OCEANA DRIVE,3061002202,3000000
3305732,100,100,OCEANA DRIVE,3061002202,3000000
3305733,120,120,OCEANA DRIVE,3061002202,3000000
3305735,130,130,OCEANA DRIVE,3061002202,3000000
3305736,60,60,OCEANA DRIVE,3061002201,3000000
3305737,40,40,OCEANA DRIVE,3061002201,3000000
3305738,75,75,OCEANA DRIVE,3061002202,3000000
3305739,70,70,OCEANA DRIVE,3061002202,3000000
3305741,105,105,OCEANA DRIVE,3061002202,3000000
3305742,155,155,OCEANA DRIVE,3061002202,3000000
3305743,65,65,OCEANA DRIVE,3061002207,3000000
3305744,125,125,OCEANA DRIVE,3061002202,3000000
3305745,135,135,OCEANA DRIVE,3061002202,3000000
3307222,3334,3334,BELT PARKWAY,3060800210,3000000
3307224,3338,3338,BELT PARKWAY,3060800210,3000000
3307226,3340,3340,BELT PARKWAY,3060800210,3000000
3307228,3342,3342,BELT PARKWAY,3060800210,3000000
3307230,3344,3344,BELT PARKWAY,3060800210,3000000
3307232,3348,3348,BELT PARKWAY,3060800210,3000000
3307234,3350,3350,BELT PARKWAY,3060800210,3000000
3307236,3352,3352,BELT PARKWAY,3060800210,3000000
3307238,3354,3354,BELT PARKWAY,3060800210,3000000
3307240,3358,3358,BELT PARKWAY,3060800210,3000000
3308227,2991,2991,CONEY ISLAND AVENUE,3060800302,3060800316
3311213,25,25,PUTNAM AVENUE,3020100104,3023100302
3311282,1041B,1041B,HEGEMAN AVENUE,3111800209,3000000
3311947,1,1,TAMPA COURT,3080600108,3080600107
3312037,67,67,CADMAN PLAZA EAST,3002100304,3000000
3312041,43,43,CADMAN PLAZA EAST,3002100326,3000000
3312921,601,601,PARK AVENUE,3025500101,3025500122
3312970,987,987,MYRTLE AVENUE,3028502124,3028502123
3313201,713,713,FLATBUSH AVENUE,3079601203,3079601201
3313521,654,654,HENRY STREET,3006500003,3006300003
3313604,497,497,GRAND STREET EXTENSION,3051300307,3000000
3313771,97-G1,"",GREEN STREET,3056300202,3000000
3313772,97-G2,"",GREEN STREET,3056300202,3000000
3313773,97-G3,"",GREEN STREET,3056300202,3000000
3313875,23-B1R,"",JUDGE STREET,3048100301,3000000
3313878,9212L,9212L,GRAND STREET,3048100202,3000000
3319093,1087,1087,ROCKAWAY PARKWAY,3089200302,3109800214
3319094,1083,1083,ROCKAWAY PARKWAY,3089200302,3109800214
3320120,7500,7500,BAY PARKWAY,3026800201,3026800205
3320121,2102,2102,BAY RIDGE PARKWAY,3026800201,3026800205
3320887,55,55,CADMAN PLAZA EAST,3002100326,3000000
3320896,23-B2L,"",JUDGE STREET,3048100301,3000000
3320898,3345,3345,NEPTUNE AVENUE,3033000117,3033000115
3320899,3355,3355,NEPTUNE AVENUE,3033000117,3033000115
3320900,3365,3365,NEPTUNE AVENUE,3033000117,3033000115
5000031,561,561,RICHMOND TERRACE,5008100103,5008100112
5004009,4001/2,400 1/2,SILVER LAKE ROAD,5007500303,5007500302
5004010,4041/2,404 1/2,SILVER LAKE ROAD,5007500303,5000000
5015771,455,455,FRONT STREET,5002100117,5000600208
5019273,6401/2,640 1/2,VAN DUZER STREET,5003300211,5000000
5019481,15,15,CAMPUS ROAD,5004700120,5004700131
5021041,153,153,FINE BOULEVARD,5017700131,5017700125
5021734,204,204,SCHMIDTS LANE,5017300129,5017300102
5021736,231,231,WESTWOOD AVENUE,5017300131,5017300105
5021738,791,791,MANOR ROAD,5017300109,5017300111
5021743,247,247,WESTWOOD AVENUE,5017300130,5017300105
5021744,761,761,MANOR ROAD,5017300124,5017300128
5022009,36,36,GOWER STREET,5018701113,5018701103
5022010,34,34,GOWER STREET,5018701113,5018701103
5022011,30,30,GOWER STREET,5018701113,5018701103
5026268,72,72,DOUGLAS ROAD,5017700126,5017700329
5029050,6,6,BURTON COURT,5018100138,5018100137
5033901,6A,6A,MICHELLE COURT,5023100106,5000000
5037546,350,350,WILLOW ROAD WEST,5030301147,5030301106
5037559,352,352,WILLOW ROAD WEST,5030301147,5030301106
5038486,260,260,LAMBERTS LANE,5029104404,5000000
5038489,1447,1447,RICHMOND AVENUE,5029104407,5029104403
5038712,90,90,PARKVIEW LOOP,5029104191,5029104176
5038715,92,92,PARKVIEW LOOP,5029104191,5029104176
5038716,94,94,PARKVIEW LOOP,5029104191,5029104176
5038778,209,209,PARKVIEW LOOP,5029104176,5029104102
5038779,211,211,PARKVIEW LOOP,5029104176,5029104102
5038783,215,215,PARKVIEW LOOP,5029104176,5029104102
5038784,217,217,PARKVIEW LOOP,5029104176,5029104102
5040486,1264A,1264A,RICHMOND AVENUE,5030301132,5030301134
5040487,1264,1264,RICHMOND AVENUE,5030301132,5030301134
5040567,55,55,WOLKOFF LANE,5030302129,5030302124
5040569,311,311,ADA DRIVE,5030302129,5030302114
5040945,291,291,ADA DRIVE,5030302125,5030302114
5042459,1112,1112,SOUTH AVENUE,5029102165,5029102105
10171820,1,1,71 AVENUE,4071100101,4000000
5043422,15,15,GREENWAY AVENUE,5027301214,5027301215
5043423,17,17,GREENWAY AVENUE,5027301214,5027301215
5043515,26,26,GREENWAY AVENUE,5027301215,5027301214
5046350,94,94,ST ANDREWS ROAD,5027900204,5027900205
5046862,2222,2222,RICHMOND AVENUE,5022800130,5029103130
5049629,174,174,RICHMOND HILL ROAD,5027702152,5027702148
5050150,40,40,YUKON AVENUE,5027702130,5027702199
5051096,2500,2500,RICHMOND AVENUE,5022800123,5022800128
5051580,145,145,WEST SHORE EXPRESSWAY,5029102204,5000000
5051759,300,300,WEST SHORE EXPRESSWAY,5029102947,5000000
5052318,1331,1331,BAY STREET,5000600145,5000600147
5056102,318,318,HYLAN BOULEVARD,5002001117,5002001116
5056403,469,469,CLIFTON AVENUE,5003600119,5003600111
5057369,597,597,FINGERBOARD ROAD,5002002150,5000000
5057947,1,1,BROWN PLACE,5002001111,5002001112
5058017,850,850,HYLAN BOULEVARD,5002002126,5002002154
5059473,12,12,GILES PLACE,5005000232,5005000102
5059474,14,14,GILES PLACE,5005000203,5005000102
5059475,16,16,GILES PLACE,5005000203,5005000102
5062618,407,407,NORTH RAILROAD AVENUE,5009601236,5009601238
5074671,2750,2750,AMBOY ROAD,5013400319,5013400317
5074672,2742,2742,AMBOY ROAD,5013400319,5013400317
5074673,2740,2740,AMBOY ROAD,5013400319,5013400317
5074674,2738,2738,AMBOY ROAD,5013400319,5013400317
5076785,83,83,CRANFORD COURT,5013800241,5013800214
5080387,129,129,GIFFORDS LANE,5014605115,5014605103
5094065,3285A,3285A,RICHMOND AVENUE,5014607266,5014607269
5097660,11,11,VAN ALLEN AVENUE,5017008144,5017008245
5097661,15,15,VAN ALLEN AVENUE,5017008144,5017008245
5097776,56,56,VAN ALLEN AVENUE,5017008246,5017008143
5097777,52,52,VAN ALLEN AVENUE,5017008246,5017008143
5097778,50,50,VAN ALLEN AVENUE,5017008246,5017008143
5097779,46,46,VAN ALLEN AVENUE,5017008246,5017008143
5097780,44,44,VAN ALLEN AVENUE,5017008246,5017008143
5100278,1323,1323,WEST SHORE EXPRESSWAY,5022800946,5000000
5101842,1,1,MANCHESTER DRIVE,5017010330,5017010303
5102289,1876,1876,ARTHUR KILL ROAD,5017010340,5017010331
5102504,115,115,LOMBARD COURT,5017010337,5017010317
5105760,80,80,ARCHWOOD AVENUE,5017005345,5017005351
5106557,191,191,BOARDWALK AVENUE,5017600302,5017600444
5111884,97,97,BLOOMINGDALE ROAD,5020803316,5020803308
5114717,2991,2991,ARTHUR KILL ROAD,5022600110,5022600102
5116493,200,200,BOSCOMBE AVENUE,5022600345,5022600324
5116826,16,16,BUTLER BOULEVARD,5024402203,5024402230
5117431,7015,7015,HYLAN BOULEVARD,5024401422,5024401403
5117664,444,444,SPRAGUE AVENUE,5024402222,5024402250
5117754,374,374,SPRAGUE AVENUE,5024402228,5024402208
5117761,358,358,SPRAGUE AVENUE,5024402228,5024402208
5117762,376,376,SPRAGUE AVENUE,5024402228,5024402208
5117763,378,378,SPRAGUE AVENUE,5024402228,5024402208
5117778,380,380,SPRAGUE AVENUE,5024402228,5024402208
5125169,14,14,EDERLE PROMENADE,4038302756,4038302754
5125170,30,30,MEADOW LAKE DRIVE,4038302422,4038302411
5125171,34,34,MEADOW LAKE DRIVE,4038302422,4038302411
5125790,163,163,WEST KINGSBRIDGE ROAD,2027300410,2027300405
5127435,4030,4030,LACONIA AVENUE,2045800132,2045800121
5127436,4034,4034,LACONIA AVENUE,2045800132,2045800121
5127535,291,291,SUTTER AVENUE,3090600207,3090600205
5127587,15,15,VANDERBILT AVENUE,1009200301,1009200310
5127990,241,241,EMERSON PLACE,3019300301,3019300203
5129629,625,625,WEST  133 STREET,1022302403,1022302408
5129674,61,61,MELROSE STREET,3039100107,3039100108
5129730,23-B1L,"",JUDGE STREET,3048100301,3000000
5130569,100,100,RISSE STREET,2040900104,2000000
5130852,355,355,SOUTH END AVENUE,1031704911,1031704918
5130882,2,2,FORSYTH STREET,1000800136,1000800139
5130882,6,6,FORSYTH STREET,1000800136,1000800139
5131015,2474,2474,CROTONA AVENUE,2039300101,2039300105
5131670,332,332,HILLSIDE AVENUE,4091601157,4000000
5131672,330,330,HILLSIDE AVENUE,4091601157,4000000
5134409,6000,6000,BELT PARKWAY,3066600106,3066600116
5134591,70,70,MAJOR DEEGAN EXPRESSWAY,2043500917,2043500997
5134592,71,71,MAJOR DEEGAN EXPRESSWAY,2043500146,2043500181
5135815,4,4,METROTECH CENTER,3001500216,3001500229
5136651,70-02,70-02,70 AVENUE,4062500112,4062500104
5137833,5810,5810,FARRAGUT ROAD,3094402106,3094402104
5137836,5806,5806,FARRAGUT ROAD,3094402106,3094402104
5137838,5706,5706,FARRAGUT ROAD,3094402107,3094402105
5137839,5803,5803,GLENWOOD ROAD,3094402101,3094402109
5137910,1,1,FDR FOUR FREEDOMS PARK,1023801967,1023801927
5138690,1768,1768,STERLING PLACE,3036100302,3036100312
5138699,1774,1774,STERLING PLACE,3036100301,3036100312
5139292,603,603,PARK AVENUE,3025500101,3025500122
5139669,17-10,17-10,CRESCENT STREET,4010701133,4000000
5139689,23-01,23-01,20 AVENUE,4010701134,4010701117
5140056,145,145,WEST  180 STREET,2024900101,2024900102
5140057,155,155,WEST  180 STREET,2024900101,2024900102
5140058,175,175,WEST  180 STREET,2024900101,2024900102
5140059,121,121,WEST  180 STREET,2024900101,2024900102
5140067,185,185,WEST  180 STREET,2024900101,2024900102
5140070,187,187,WEST  180 STREET,2024900101,2024900102
5140439,31,31,WEST SHORE PARKWAY,5022600113,5000000
5140734,773,773,MANOR ROAD,5017300124,5017300111
5140749,235,235,WESTWOOD AVENUE,5017300131,5017300105
5140753,200,200,SCHMIDTS LANE,5017300129,5017300102
5140757,184,184,SCHMIDTS LANE,5017300129,5017300102
5141605,547REAR,547 REAR,SEAVIEW AVENUE,5007000370,5007000369
5141606,545REAR,545 REAR,SEAVIEW AVENUE,5007000370,5007000369
5141655,965,965,TINTON AVENUE,2013300313,2013300306
5141988,20,20,CONFUCIUS PLAZA,1001600417,1001600415
5142055,166,166,BAY   32 STREET,4099802309,4000000
5142056,168,168,BAY   32 STREET,4099802309,4000000
5142100,850REAR,850 REAR,HYLAN BOULEVARD,5002002156,5002002154
5142368,615,615,CROTONA PARK NORTH,2036902110,2036902102
5142369,1811,1811,CROTONA AVENUE,2036902110,2036902108
5142845,1-02,1-02,ASTORIA BOULEVARD,4008700204,4008700214
5143989,2931,2931,8 AVENUE,1024302142,1024302141
5143996,2981A,2981A,8 AVENUE,1024302155,1024302161
5144029,2955,2955,8 AVENUE,1024302157,1024302155
5144030,2945,2945,8 AVENUE,1024302157,1024302142
5144031,2947,2947,8 AVENUE,1024302157,1024302142
5144032,2951,2951,8 AVENUE,1024302157,1024302155
5144034,2953,2953,8 AVENUE,1024302157,1024302155
5144035,2957,2957,8 AVENUE,1024302157,1024302155
5144829,20,20,BAYVIEW AVENUE,4088400401,4088400405
5145234,455,455,SUTTER AVENUE,3090800108,3090800110
5145699,131-84,131-84,BELT PARKWAY,4061800101,4000000
5145700,131-82,131-82,BELT PARKWAY,4061800101,4000000
5145701,131-78,131-78,BELT PARKWAY,4061800101,4000000
5145702,131-76,131-76,BELT PARKWAY,4061800101,4000000
5145704,131-74,131-74,BELT PARKWAY,4061800101,4000000
5145705,131-72,131-72,BELT PARKWAY,4061800101,4000000
5145706,131-70,131-70,BELT PARKWAY,4061800101,4000000
5145707,131-68,131-68,BELT PARKWAY,4061800101,4000000
5145777,131-02,131-02,BELT PARKWAY,4061800101,4000000
5145778,131-04,131-04,BELT PARKWAY,4061800101,4000000
5145779,131-10,131-10,BELT PARKWAY,4061800101,4000000
5145780,131-12,131-12,BELT PARKWAY,4061800101,4000000
5145783,131-14,131-14,BELT PARKWAY,4061800101,4000000
5145784,131-16,131-16,BELT PARKWAY,4061800101,4000000
5145785,131-18,131-18,BELT PARKWAY,4061800101,4000000
5145786,131-20,131-20,BELT PARKWAY,4061800101,4000000
5145787,131-22,131-22,BELT PARKWAY,4061800101,4000000
5145788,131-24,131-24,BELT PARKWAY,4061800101,4000000
5145789,131-26,131-26,BELT PARKWAY,4061800101,4000000
5145791,131-28,131-28,BELT PARKWAY,4061800101,4000000
5145792,131-30,131-30,BELT PARKWAY,4061800101,4000000
5145793,131-32,131-32,BELT PARKWAY,4061800101,4000000
5145794,131-34,131-34,BELT PARKWAY,4061800101,4000000
5145795,131-36,131-36,BELT PARKWAY,4061800101,4000000
5145796,131-38,131-38,BELT PARKWAY,4061800101,4000000
5145797,131-40,131-40,BELT PARKWAY,4061800101,4000000
5145798,131-42,131-42,BELT PARKWAY,4061800101,4000000
5145799,131-44,131-44,BELT PARKWAY,4061800101,4000000
5145800,131-46,131-46,BELT PARKWAY,4061800101,4000000
5145817,389,389,JOE DIMAGGIO HIGHWAY,1007500911,1000000
5145913,144-49,144-49,SPRINGFIELD BOULEVARD,4068000413,4068000429
5146714,70,70,CADMAN PLAZA EAST,3002100403,3000000
5150131,550,550,FOOD CENTER DRIVE,2011700545,2011700549
5150544,125,125,WEST  180 STREET,2024900101,2024900102
5150577,24711A,24711A,CROTONA AVENUE,2038900201,2000000
5150675,2348,2348,SOUTHERN BOULEVARD,2033400914,2033400789
5151869,1,"",PORT AUTHORITY OF NY PIERS,3005300147,3004700130
5152151,196-03,196-03,GRAND CENTRAL PARKWAY,4047600911,4128300714
5152515,514,514,SUTTER AVENUE,3113400304,3113400103
5153769,774,774,MONTAUK AVENUE,3107800214,3107800215
5154449,15,15,WHITE PLAINS ROAD,2000400223,2000200234
5154795,1,"",FLUSHING MEADOWS CORONA PARK,4038302292,4038302637
5155410,31-40,31-40,I  678,4090700134,4090700132
5155631,1213,1213,WEST   12 STREET,3035200215,3000000
5155929,70,70,HAMILTON AVENUE,3005900102,3005900123
5155937,541,541,MAIN STREET,1023801936,1023801941
5155938,537,537,MAIN STREET,1023801936,1023801941
5156191,141-34,141-34,9 AVENUE,4094500113,4000000
5156430,2300,2300,SOUTHERN BOULEVARD,2033400970,2033400788
5157549,1,"",CENTRAL PARK,1014300195,1014300184
5158149,415,415,STATE ROAD,4091602970,4091602960
5159053,500,500,EAST   30 STREET,1006200926,1006200925
5159296,32,32,BROUN PLACE,2046201298,2046201357
5159356,1,1,BROUN PLACE,2046201298,2046201357
5159357,1A,1A,BROUN PLACE,2046201298,2046201357
5159358,1B,1B,BROUN PLACE,2046201298,2046201357
5159360,2,2,BROUN PLACE,2046201298,2046201357
5159361,2A,2A,BROUN PLACE,2046201298,2046201357
5159362,2B,2B,BROUN PLACE,2046201298,2046201357
5159363,3,3,BROUN PLACE,2046201298,2046201357
5159364,3A,3A,BROUN PLACE,2046201298,2046201357
5159365,3B,3B,BROUN PLACE,2046201298,2046201357
5159366,4,4,BROUN PLACE,2046201298,2046201357
5159367,4A,4A,BROUN PLACE,2046201298,2046201357
5159368,4B,4B,BROUN PLACE,2046201298,2046201357
5159369,5,5,BROUN PLACE,2046201298,2046201357
5159370,5A,5A,BROUN PLACE,2046201298,2046201357
5159371,5B,5B,BROUN PLACE,2046201298,2046201357
5159372,6,6,BROUN PLACE,2046201298,2046201357
5159373,6A,6A,BROUN PLACE,2046201298,2046201357
5159374,6B,6B,BROUN PLACE,2046201298,2046201357
5159375,7,7,BROUN PLACE,2046201298,2046201357
5159376,7A,7A,BROUN PLACE,2046201298,2046201357
5159377,7B,7B,BROUN PLACE,2046201298,2046201357
5159378,8,8,BROUN PLACE,2046201298,2046201357
5159379,8A,8A,BROUN PLACE,2046201298,2046201357
5159380,8B,8B,BROUN PLACE,2046201298,2046201357
5159381,9,9,BROUN PLACE,2046201298,2046201357
5159382,9A,9A,BROUN PLACE,2046201298,2046201357
5159383,9B,9B,BROUN PLACE,2046201298,2046201357
5159384,10,10,BROUN PLACE,2046201298,2046201357
5159385,10A,10A,BROUN PLACE,2046201298,2046201357
5159386,10B,10B,BROUN PLACE,2046201298,2046201357
5159389,36,36,BROUN PLACE,2046201298,2046201357
5159390,36A,36A,BROUN PLACE,2046201298,2046201357
5159391,36B,36B,BROUN PLACE,2046201298,2046201357
5159392,35,35,BROUN PLACE,2046201298,2046201357
5159393,35A,35A,BROUN PLACE,2046201298,2046201357
5159394,35B,35B,BROUN PLACE,2046201298,2046201357
5159395,34,34,BROUN PLACE,2046201298,2046201357
5159396,34A,34A,BROUN PLACE,2046201298,2046201357
5159397,34B,34B,BROUN PLACE,2046201298,2046201357
5159398,33,33,BROUN PLACE,2046201298,2046201357
5159399,33A,33A,BROUN PLACE,2046201298,2046201357
5159400,33B,33B,BROUN PLACE,2046201298,2046201357
5159401,32A,32A,BROUN PLACE,2046201298,2046201357
5159402,32B,32B,BROUN PLACE,2046201298,2046201357
5159403,31,31,BROUN PLACE,2046201298,2046201357
5159404,31A,31A,BROUN PLACE,2046201298,2046201357
5159405,31B,31B,BROUN PLACE,2046201298,2046201357
5159406,30,30,BROUN PLACE,2046201298,2046201357
5159407,30A,30A,BROUN PLACE,2046201298,2046201357
5159408,30B,30B,BROUN PLACE,2046201298,2046201357
5159409,29,29,BROUN PLACE,2046201298,2046201357
5159410,29A,29A,BROUN PLACE,2046201298,2046201357
5159411,29B,29B,BROUN PLACE,2046201298,2046201357
5159412,28,28,BROUN PLACE,2046201298,2046201357
5159413,28A,28A,BROUN PLACE,2046201298,2046201357
5159414,28B,28B,BROUN PLACE,2046201298,2046201357
5159415,27,27,BROUN PLACE,2046201298,2046201357
5159416,27A,27A,BROUN PLACE,2046201298,2046201357
5159417,27B,27B,BROUN PLACE,2046201298,2046201357
5159418,26,26,BROUN PLACE,2046201298,2046201357
5159419,26A,26A,BROUN PLACE,2046201298,2046201357
5159420,26B,26B,BROUN PLACE,2046201298,2046201357
5159421,25,25,BROUN PLACE,2046201298,2046201357
5159422,25A,25A,BROUN PLACE,2046201298,2046201357
5159423,25B,25B,BROUN PLACE,2046201298,2046201357
